Using field units, Initial reservoir pressure [psi]: ,0,,,,,,,,
,Well_1A,Well_10A,Well_11A,Well_3A,Well_5A,Well_6A,Well_7A,Well_9A,Well_2A,Well_4A
Time,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP
hours,psi,psi,psi,psi,psi,psi,psi,psi,psi,psi
565.2898307,,,,,2093.994962,1965.625343,2019.708512,,,
565.290127,3120.045371,2216.171138,1912.322218,2517.961467,,,,1903.890655,1483.685622,2517.961467
565.367896,3120.460482,2216.068239,1912.452516,2517.868769,2093.895769,1965.88495,2019.744453,1903.636673,1483.72764,2517.868769
565.4501423,3120.487434,2216.190948,1912.789929,,2094.112636,1966.326096,2019.850155,1903.458767,1483.727327,
565.5305127,3119.969613,2216.586574,1912.590017,2518.740403,2093.991561,1965.996877,2020.333717,,1483.733504,2518.740403
565.609783,3120.194744,2216.250585,1912.767434,2518.139649,2094.324515,1966.334431,2019.854148,1904.023006,1483.864348,2518.139649
565.6999789,3120.230251,2216.260151,,2518.76823,2094.097667,1966.396684,2019.782774,,1483.768304,2518.76823
565.7767164,3120.129557,,1912.57385,,2094.303277,1966.505129,2019.918287,1903.734725,1483.89202,
565.8563111,3120.913811,,1912.70266,2519.161563,2094.576217,1966.727172,2020.206061,,1483.877339,2519.161563
565.9392062,3120.925674,2216.341935,1912.939883,2518.860144,2094.415912,,2020.215357,1903.913514,1483.824187,2518.860144
566.0277987,3120.60287,2216.219866,,2518.537304,2094.456536,1967.413134,2020.189173,,1483.879751,2518.537304
566.1121048,3120.868889,2216.063429,1912.797233,2519.317667,,,2020.322418,1903.992536,1483.937383,2519.317667
566.203555,3120.899819,2216.29579,1912.645726,2519.25494,2094.789176,1967.292147,2020.419469,,1483.980337,2519.25494
566.2820426,3120.945382,,,2519.065731,2094.949777,1967.6755,,,1483.952686,2519.065731
566.2823374,,2216.44052,1912.917046,,,,,1904.225261,,
566.3617514,,2216.179478,,2519.333654,2094.499194,1967.790137,2020.087826,1903.955042,1483.91245,2519.333654
566.4499841,3121.149901,,,2519.383382,2095.047751,1968.021859,2020.34427,,1483.955967,2519.383382
566.4508253,,,1912.895746,,,,,,,
566.5402759,3120.896193,2216.431031,1912.98186,2519.029388,2095.053578,1968.329315,,,1484.012749,2519.029388
566.6179748,,2216.137963,1912.811792,,,1968.576566,2020.634298,1904.349147,,
566.6182746,,,,2518.632329,,,,,1483.995691,2518.632329
566.6944449,,,,2519.219344,,,,,1484.094564,2519.219344
566.6947101,,2216.080741,1913.121394,,2095.625989,1968.696503,,1904.388475,,
566.7750306,,2216.598388,,2519.071628,,1968.603324,2020.771124,1904.741378,1484.020158,2519.071628
566.8647093,3121.356412,,,2519.717173,2095.892544,1968.766337,2020.979155,,1484.052576,2519.717173
566.8650081,,2216.280334,1913.288852,,,,,1904.45774,,
566.9444536,3121.49359,2216.585287,,2519.96137,2095.580439,1969.097533,2020.759696,1904.906185,1484.090091,2519.96137
567.0250767,3121.760225,2216.354555,1913.499408,2519.345444,2095.693401,,2021.087268,1905.128817,1484.102392,2519.345444
567.1102924,3122.168932,,,2520.005592,,1968.878097,,1904.862567,1484.131051,2520.005592
567.1989095,3121.990098,2216.678199,,2519.969146,2095.824253,1969.072584,2020.783448,1904.968729,1484.231067,2519.969146
567.2742991,3122.370466,2216.435613,1913.872196,2519.990659,2095.656879,1969.355856,2020.640899,1904.84182,1484.25011,2519.990659
567.3649729,3122.195888,,1913.461123,2519.521037,2095.990231,1970.015695,2021.138594,,1484.259729,2519.521037
567.4502212,3122.436745,2216.778592,1913.984142,,2096.592748,1969.87843,2020.971236,1905.148489,1484.273261,
567.532449,3122.095316,2216.563942,1914.423246,2519.892906,2096.492555,1970.225415,2021.14296,1904.895924,1484.32776,2519.892906
567.6144574,,2216.310071,1914.019695,2519.912633,2096.738979,1970.503263,2020.882484,1905.468714,1484.268553,2519.912633
567.6936774,3122.261451,,,2519.705895,2096.281384,1970.285624,2021.025089,1905.291539,1484.343223,2519.705895
567.7724815,3121.872127,2216.735801,1914.389177,2519.917676,2096.8938,1970.270061,2020.901593,1905.451481,1484.381699,2519.917676
567.8568517,3122.128253,2216.37139,1914.549384,2520.381029,2096.589179,1970.825931,2021.227825,1905.822906,1484.451747,2520.381029
567.9442614,3122.038122,,,2520.138107,2096.859133,,2021.119485,1905.734411,1484.460632,2520.138107
568.0318976,3122.180833,2217.081515,1914.764459,2520.351388,2097.152845,1970.957313,2021.394459,1905.441794,1484.412506,2520.351388
568.1109639,,2216.546266,1914.691756,2519.967932,,,,1905.851124,1484.447301,2519.967932
568.1956,,,,,2097.033428,,2021.676988,,,
568.1959053,3122.494399,,1914.779473,2520.498057,,,,,1484.480586,2520.498057
568.2824428,3122.82034,2216.577145,1914.806359,2520.558634,2097.266461,1971.306036,2022.189997,1905.743093,1484.448159,2520.558634
568.358715,3122.566733,,1914.612254,2520.793418,2096.948416,1971.903022,2021.381355,1906.071308,1484.576526,2520.793418
568.4393571,,2216.740777,1914.626988,,2097.146196,1972.072544,2022.247486,1906.121285,,
568.4396393,,,,2520.406967,,,,,1484.537081,2520.406967
568.5167761,3122.820116,,1914.512124,2520.901372,2097.045988,,2021.494764,1906.003008,1484.606952,2520.901372
568.6058163,3123.135102,,1914.681752,2520.799262,2097.252081,1972.583427,2021.707387,,1484.546163,2520.799262
568.686973,,2216.317038,1914.936675,,2097.153838,,2022.462963,1906.033664,1484.580607,
568.7685718,,2216.665194,1914.389353,2520.56966,2097.773534,1972.402483,2022.106324,1906.280111,1484.6643,2520.56966
568.8507121,3122.860249,,1914.820865,2520.823172,,1972.780468,2022.461531,1906.138005,1484.632505,2520.823172
568.9316954,,2217.077567,1914.592359,,2098.029369,1973.250047,2022.310609,1906.245397,1484.746247,
569.01154,3123.343088,2216.738537,1914.950378,2520.816202,2098.289019,1972.75698,,1906.355765,1484.686845,2520.816202
569.0903095,3123.117967,2216.548349,1914.520693,,2097.871233,1973.053879,2022.298399,1906.065448,1484.768045,
569.1735041,3123.319434,2216.653026,1914.876461,2521.30535,,1973.402814,2022.854133,1906.382994,1484.772823,2521.30535
569.2548567,3123.90094,2216.981692,1914.811918,2520.907487,2098.33994,1973.560745,,,1484.807502,2520.907487
569.3415029,3124.051406,2217.314987,1914.642424,2521.382177,2097.932535,,2022.329672,,1484.819367,2521.382177
569.4212861,3123.693605,2216.748105,1914.823443,2520.892817,2098.066012,1973.843033,2022.984764,,1484.867504,2520.892817
569.5064788,3123.459198,2216.506973,1915.111542,2521.65498,,,,,1484.902625,2521.65498
569.5070695,,,,,2098.453977,,2022.751788,,,
569.5842219,,,,,2098.411293,1974.325839,,,,
569.5844755,3123.912058,2217.100376,1915.499386,2521.801083,,,,,1484.880994,2521.801083
569.6670995,,,,,2098.398187,1974.379226,2022.993469,,,
569.6673926,3124.110013,2216.765155,1915.159294,2522.047597,,,,1906.988796,1484.940501,2522.047597
569.7458196,,,,,2099.058645,1974.22003,2022.729655,,,
569.7460842,3124.221714,2216.669371,1915.609319,2521.612742,,,,,1484.870523,2521.612742
569.8282243,,2216.683969,1915.410192,,2098.721061,1974.914903,2022.522419,1906.906414,,
569.8284756,3123.733593,,,,,,,,1484.949748,
569.9181873,3124.136375,2216.527023,1915.482539,2521.868107,,,2022.636739,,1484.94966,2521.868107
570.0050742,3124.215144,2217.121271,1915.974914,2522.039282,,,,1906.63072,1485.066899,2522.039282
570.0053739,,,,,,,2023.243551,,,
570.0940061,3124.504934,2216.770952,1915.46963,,2099.050472,1975.018573,,1906.965843,1484.987416,
570.1853349,,2216.354712,1915.561597,2522.120204,2099.23843,1974.750458,2023.51974,1907.078945,1485.115618,2522.120204
570.2634359,3124.213723,2216.564241,,2522.310552,2099.195686,1974.932127,2022.801639,1907.267056,1485.094291,2522.310552
570.3481842,3124.491055,,1915.777771,2521.931234,2099.489932,1975.48665,2023.253664,1907.541551,1485.078542,2521.931234
570.428649,,2216.77159,1916.238569,2522.669481,2100.199797,1975.297835,2023.132685,1907.0911,1485.167368,2522.669481
570.5145834,3124.274162,2216.687827,1916.103792,2522.070122,2099.518123,1975.596319,2022.922079,1907.179172,1485.143785,2522.070122
570.5975136,3124.392847,,,2522.326572,2099.700549,,,1907.509025,1485.173584,2522.326572
570.6868291,,2216.63954,1916.212039,2521.793153,2099.775014,1976.015631,2023.031506,1907.126156,1485.260056,2521.793153
570.7724269,3124.638565,,1916.460089,2522.106897,2100.582403,1976.304717,2023.313066,1907.264598,1485.211714,2522.106897
570.8474739,3124.933412,2216.639505,1916.244543,2522.30527,2100.556908,1976.751533,2023.757233,1907.862752,1485.282622,2522.30527
570.9297483,3124.355865,,1916.581476,2521.816479,2100.413852,,2023.470459,1907.508755,1485.326824,2521.816479
571.0126246,3124.533617,,1916.494808,2522.206988,,,,1908.217772,1485.258835,2522.206988
571.0980506,3125.148605,2216.890925,1916.49049,2522.087435,2100.25646,1977.122651,2023.432615,1907.872439,1485.332192,2522.087435
571.1786813,3124.827943,2216.466898,1916.177614,2522.427226,,,,1907.902014,1485.327568,2522.427226
571.1789831,,,,,,,2023.756682,,,
571.2626974,,2216.774199,1916.696709,,2100.839052,1977.293058,2023.598194,1908.290763,1485.424325,
571.349443,,2216.557553,1916.622951,,2100.678703,1977.198145,2023.486985,1908.165079,,
571.3497194,3125.067574,,,,,,,,1485.416712,
571.4367916,3125.224129,,1916.919761,2522.69548,2100.847407,1977.490157,2023.786057,1907.530661,1485.422666,2522.69548
571.516062,3125.160417,2216.645888,1916.622471,2522.410958,2100.790943,1977.55338,2023.567533,1908.176432,1485.410638,2522.410958
571.6009182,,,,2522.587425,2100.664313,1977.57546,,,1485.416654,2522.587425
571.6011944,,2216.837499,1916.547175,,,,,,,
571.6772335,3125.52462,2216.741282,1916.772551,2522.590517,,,,1908.865673,1485.521016,2522.590517
571.6775312,,,,,2100.966878,1977.626914,2023.700895,,,
571.7583183,3125.117974,,1916.562331,2522.879436,2101.089592,1977.8127,2023.938682,1908.424613,1485.545418,2522.879436
571.8497512,3125.496797,2216.486574,1917.320001,2522.876461,2100.972234,1977.789893,2024.038086,1908.987322,1485.579033,2522.876461
571.9266141,3125.51147,2216.800954,1916.991937,2522.81902,2101.88109,1978.550137,2024.500267,1908.601581,1485.569715,2522.81902
572.0087893,3125.527705,2217.063803,1917.202135,2523.531112,2101.278117,1978.812657,2023.470211,,1485.593199,2523.531112
572.0926201,,2216.9766,1917.259508,2522.70542,2101.687983,1978.980057,2023.736222,1909.054884,1485.62849,2522.70542
572.1754732,,2216.707113,1917.118029,2523.144406,,1978.774752,2023.510083,1908.467015,1485.66413,2523.144406
572.2646019,3125.437443,2216.769371,1917.163488,2523.274858,,1978.942541,2024.178945,1908.799314,1485.588296,2523.274858
572.3438609,3125.81026,2216.668677,1917.084878,2523.453836,2101.873385,,2024.011474,1909.285485,1485.685748,2523.453836
572.4335423,3125.671605,2216.449864,1917.546487,2523.600773,2101.955042,1978.797987,2024.378699,1908.826288,1485.740035,2523.600773
572.5209807,3125.863905,2216.775257,1917.226813,2524.026108,2102.134302,1979.414734,2024.191321,1909.249189,1485.780481,2524.026108
572.60853,3125.905495,2217.114854,1917.452314,,,1979.480748,2024.64952,,1485.788044,
572.6907976,3125.610046,,1917.516145,2524.500945,2102.60082,1979.579692,2024.332915,1909.180921,1485.714618,2524.500945
572.7751048,3126.457558,2216.958712,1917.851574,2523.981937,2102.147868,,,1909.228606,1485.756202,2523.981937
572.8576275,3126.273821,2217.482413,,2524.113246,,1979.627409,2024.532677,1909.445157,1485.87143,2524.113246
572.9329839,,2217.161871,1917.926659,2524.012284,2102.873662,1979.684957,2024.798579,1909.275521,1485.891991,2524.012284
573.0207168,3126.058294,,,,2102.593289,1980.209055,2024.987244,,1485.804996,
573.0209982,,2217.324425,1918.202996,,,,,1909.183672,,
573.1099396,3125.943247,,,,,,,,1485.858841,
573.1101905,,2217.392559,1917.837138,,2102.966195,1980.601134,2024.911885,1909.509021,,
573.1980566,3126.431999,2216.793616,1918.000735,2524.318843,,,,1909.729042,1485.949689,2524.318843
573.198335,,,,,2102.667444,,,,,
573.2819847,3126.025518,2217.450918,1918.243483,2523.96782,2102.878375,1980.648417,,,1485.952081,2523.96782
573.3691757,,,,,,,,,1485.993148,
573.3694556,,2217.161648,1918.338044,,2102.997228,1980.309389,2025.251405,,,
573.4456338,,2217.049303,1917.902179,,,,,1910.232326,,
573.4459313,3126.596651,,,2524.709653,,1980.844962,2024.591091,,1485.954918,2524.709653
573.5220355,,,,2524.04601,2103.060698,1981.081794,2025.551285,,1486.019811,2524.04601
573.6079532,3126.704045,2217.376401,1918.389009,2524.570479,,1981.15405,2024.968344,1909.944514,1485.992173,2524.570479
573.6886468,3126.392583,2217.070497,1918.159695,2524.474248,2103.299418,1981.454581,2025.600668,1910.303583,1486.089815,2524.474248
573.7725781,3127.039151,2217.243321,1917.968622,2524.319123,2103.371872,1981.555891,2025.333496,1910.467064,1486.061062,2524.319123
573.8631104,3126.766679,2217.116731,1918.501641,,2103.567029,1981.357312,2025.563295,1910.424442,1486.088862,
573.9395732,,2216.608223,,2524.688615,2103.699966,1981.782711,2025.416158,1911.020252,1486.047578,2524.688615
574.0159316,3127.077378,2217.156419,1918.818647,2524.26579,2103.857621,1982.213074,2026.12576,1910.885995,1486.180215,2524.26579
574.1054366,3127.112485,2217.530277,1918.681053,2525.177143,2104.0032,1982.504492,2025.613346,1910.545776,1486.088211,2525.177143
574.1823584,3127.27178,,1919.011947,2525.401937,2103.594136,,,1910.873268,1486.141443,2525.401937
574.2574407,3127.185047,2217.137144,1918.695986,2525.171861,2103.986657,,2025.770818,,1486.159303,2525.171861
574.3387543,3128.01001,2217.341963,1918.914723,,,1982.391372,2026.004105,,1486.204413,
574.4198467,3127.237195,,1919.040652,2525.126327,2103.555026,1982.595448,,1911.182946,1486.171662,2525.126327
574.5073489,,2217.219148,1918.873467,2525.346631,2103.760963,1982.496051,2026.420755,1910.594059,1486.313549,2525.346631
574.5928563,3127.565545,2217.579646,1919.067076,2525.104452,2104.264588,1983.073999,2025.897807,1911.498949,1486.229558,2525.104452
574.680417,3127.800651,2217.793263,1918.78847,2525.441228,2104.025746,1983.222029,2026.237335,1910.847575,1486.355005,2525.441228
574.7558096,,,1918.93769,,2104.458038,1983.388255,2026.589063,1911.260192,,
574.7560819,3127.550493,,,2525.418377,,,,,1486.298444,2525.418377
574.831277,3127.806142,,,2525.535036,2104.29744,1984.195176,2026.114132,,1486.301094,2525.535036
574.8315519,,2217.360154,1919.409992,,,,,1911.064864,,
574.9151797,3127.926055,2217.72989,1919.263014,2525.779706,,,,1911.753869,1486.383174,2525.779706
574.9154539,,,,,2104.448747,1983.889742,2026.390853,,,
574.9947013,3127.828953,2217.791517,1919.127809,,2105.109543,,2026.003764,1911.834067,1486.417579,
575.0721751,3127.668774,,1919.112537,2525.607236,2104.798498,1984.153187,,1911.647902,1486.366606,2525.607236
575.1557915,,,,2526.165432,2105.004909,1984.206051,2025.996797,1911.764718,1486.406692,2526.165432
575.2472459,3127.928,2217.783438,1919.207202,2525.686122,2105.296043,1984.713085,2026.260741,,1486.392854,2525.686122
575.3269721,,,1919.424847,2525.845851,2105.18738,1984.840646,2026.756713,1912.17325,1486.492616,2525.845851
575.4029587,3128.07773,2217.894138,1919.08455,,2105.181517,,2026.288768,1912.086535,1486.525787,
575.48966,3128.327488,2217.727841,1919.625121,,2105.408477,1984.77053,2026.559749,1911.854972,1486.489519,
575.5706511,3128.265832,2217.297776,1919.910717,2526.16207,2105.553716,1985.126806,,1912.286669,1486.514352,2526.16207
575.6581633,3128.871224,2217.536312,1919.410916,2526.007292,2105.25006,1985.427677,2026.314553,1911.830794,1486.569521,2526.007292
575.7455663,3128.414099,,1919.819983,,2105.45719,1985.182839,2026.756817,1912.191712,1486.654641,
575.8225493,,2217.724237,1920.039655,,2105.423094,1985.490223,2026.859969,1911.833921,1486.663228,
575.9036515,3128.267865,2217.846591,1919.815179,2526.480056,2105.773092,1985.522079,,1912.44249,1486.617733,2526.480056
575.9928898,3128.558399,2218.26804,1919.883143,2526.222828,2105.781054,1985.594026,2027.008154,,1486.648649,2526.222828
576.084212,,2217.683839,1920.32728,2526.604908,2106.005609,,2027.022727,,1486.67367,2526.604908
576.1656242,,2217.56566,,2526.7643,,,,1912.239044,1486.680875,2526.7643
576.1658888,,,,,2106.085919,1985.511964,,,,
576.2476909,3128.419654,2218.037957,1920.690448,,,1985.869967,2027.241454,1912.376776,1486.750072,
576.3250278,,2217.874987,1920.39569,,,1985.895076,2026.993591,1912.311664,,
576.3252816,3128.021089,,,,,,,,1486.774313,
576.412157,3128.312435,,,,2106.556425,1986.322042,,,1486.734069,
576.4124449,,2218.174042,1920.510876,,,,,1912.1307,,
576.4955187,,2217.568314,1920.078442,2526.614055,2105.891029,1985.799537,2026.923146,1912.261817,1486.796537,2526.614055
576.5800002,,,1920.414399,,2106.239713,1985.855686,2027.241346,1912.422987,,
576.5802677,3128.584522,,,2526.744219,,,,,1486.782337,2526.744219
576.6672391,,2217.872705,1920.649374,,2106.30379,1986.868507,2026.984804,1912.776036,,
576.6680064,3128.566864,,,2526.737349,,,,,1486.893611,2526.737349
576.7585009,3127.956626,2218.054542,,2526.888885,2106.613836,1986.925799,2027.112109,1912.597326,1486.867283,2526.888885
576.8388007,3128.703559,2218.107108,1920.598942,,2106.740714,1986.859247,2027.716298,,1486.879809,
576.9182067,3128.122237,,1920.70444,2526.944906,2106.857119,,2027.72798,,1486.998154,2526.944906
577.0005392,,2217.934084,1920.890033,2526.809569,,1987.434111,2027.706787,1913.066511,1487.037825,2526.809569
577.0820776,3128.579539,2217.642421,1920.580499,,2106.959303,1987.076706,2027.556273,1912.946371,1486.994232,
577.1730586,,2218.029701,,,2106.701887,,2027.887934,1912.942661,1487.03959,
577.2583507,3128.944421,,1921.316848,2527.065084,2107.299832,1987.459721,,,1487.040597,2527.065084
577.349139,3128.893372,2217.596011,1920.817691,2527.445886,2106.977747,1987.866169,,1913.08399,1487.051571,2527.445886
577.4294855,3129.108734,2218.07594,1921.127765,2527.161213,2107.462419,1988.04816,2027.586434,1913.36719,1487.075572,2527.161213
577.5149743,3128.678052,2217.845078,1892.714767,,2107.254196,1988.195266,2028.225728,1913.450551,1487.230623,
577.5975686,3129.270541,2217.869514,1847.859925,2527.478223,2107.605365,1988.179076,2028.099573,,1487.210202,2527.478223
577.6830168,3129.977338,2217.833733,1812.343106,2527.8305,2107.891933,1988.631039,2028.110974,1913.057064,1487.195934,2527.8305
577.7653433,3129.91012,2217.677904,1816.557351,2520.503998,,1988.978976,2028.527972,1913.384006,1487.29748,2500
577.8420203,3129.578415,,1830.464163,2499.10901,2108.092404,1988.984814,2028.454284,1913.829821,1487.336091,2499.923323
577.9280185,,2217.452985,1831.641253,2488.02671,2107.683604,,2029.152634,1913.611187,1487.383746,2499.837325
578.0119731,3129.867593,2217.700585,1827.86328,2473.475301,2108.36291,1989.175868,2029.335681,1913.90846,1487.381451,2499.75337
578.1003892,3129.678748,,1827.313322,2462.506286,2108.282259,1989.497133,2028.69494,1914.236724,1487.39596,2499.664954
578.1844672,,,,2467.118492,,,,,1487.460103,2499.580876
578.1847611,,2218.139809,1823.082584,,2107.955584,1989.374621,2029.08768,1913.656919,,2499.580582
578.2693016,3129.856076,,,2468.271661,,,,,1487.510829,2499.496042
578.2695946,,2217.384642,1817.278725,,2107.852128,1989.487068,2028.943338,1914.240397,,2499.495749
578.3457135,,2217.769128,1814.682572,2467.671711,2108.396297,1989.635845,2028.655931,1914.056894,1487.455398,2499.41963
578.4212075,3129.918476,2218.080726,1817.607283,2463.122504,2108.608326,1989.313898,2029.051981,1914.307723,1487.524029,2499.344136
578.497186,3130.282889,2217.531369,1818.773773,2474.621961,2108.372586,1989.811632,2028.83366,1914.287488,1487.520315,2499.268157
578.588529,3130.661179,2217.797974,1822.28372,2484.664896,2108.776273,1990.328105,2028.738154,,1487.611084,2499.176814
578.6698681,3130.178961,2217.80757,1825.869821,2491.240715,,1990.388749,2029.025666,1914.329819,1487.567329,2499.095475
578.7562652,3130.687545,,1827.918989,2497.09934,,1989.970058,2028.950459,1914.85367,1487.623024,2499.009078
578.8421788,3130.539797,2217.983725,1824.037805,2500.646086,2108.324438,1990.61296,,1914.387617,1487.641804,2498.923165
578.9280214,3130.688587,2218.125304,1822.104264,2479.323782,2108.57953,1990.589588,,1915.007976,1487.704366,2498.837322
579.0062684,3131.096654,2218.366981,1821.319712,2448.516574,2108.806668,1990.664205,2028.753101,1914.529484,1487.705481,2498.759075
579.0890991,,2217.535879,1822.828578,2419.77885,,,,,1487.690721,2498.676244
579.0893863,,,,,2109.36337,1991.122623,,,,2498.675957
579.1646776,3130.699054,2217.754464,1823.309288,2375.664185,,,,,1487.824285,2498.600666
579.1649478,,,,,2109.018388,1990.921098,2028.719156,,,2498.600396
579.2397446,,2217.693899,1826.001367,2370.036101,2109.270243,1990.880403,2029.256901,,1487.846646,2498.525599
579.3255846,3131.206896,2217.998377,1827.495479,2361.817974,,,,1914.477471,1487.794866,2498.439759
579.3258497,,,,,2108.965785,1990.57297,2029.444643,,,2498.439494
579.4014,3130.728469,2217.69249,1827.907144,2382.36416,2109.493606,1990.85279,2029.52939,1915.029934,1487.890361,2498.363943
579.488377,,,,2394.444952,2109.671112,1991.304102,2029.35269,,1487.893089,2498.276966
579.5791613,,2218.094518,1828.103694,,,1991.456293,2029.50778,1914.984479,,2498.186182
579.5794421,3130.950226,,,2386.671708,,,,,1487.889797,2498.185901
579.6592599,3131.195273,2217.440502,1825.951837,2390.591861,2109.795005,1991.880358,,1915.161578,1487.978188,2498.106083
579.746258,,,,,2110.002559,1992.065929,2029.233144,,,2498.019085
579.7465538,3130.867628,2217.767916,1825.514225,2409.426646,,,,1915.044413,1487.979703,2498.01879
579.8319315,3131.096185,2218.125682,1828.075415,2423.569149,2109.749089,1992.317356,2029.389905,1915.270501,1488.040741,2497.933412
579.9150529,,2217.724277,1828.821156,,,,,1915.33666,,2497.85029
579.9153045,3131.098397,,,2435.376099,2109.829325,1992.1585,2029.610957,,1487.926535,2497.850039
580.0059452,3131.102495,2218.462411,1828.785867,2442.346617,,1992.271514,2029.476043,1914.968251,1487.978993,2497.759398
580.0926084,,2217.990783,1826.885843,2449.005927,2110.338694,1992.722964,2029.689363,,1487.970499,2497.672735
580.1787315,3130.772268,2218.402339,1827.120386,2452.05458,2110.184897,1992.930933,2029.861338,1915.54446,1488.009922,2497.586612
580.2609229,3131.315976,2217.538326,1827.46843,2457.84207,2110.050449,,2030.020972,1915.246299,1488.033089,2497.50442
580.3470083,3131.423758,2218.0787,1825.1627,2460.310935,,1993.128737,2029.62908,1915.555537,1488.114854,2497.418335
580.4266437,3131.385221,2218.001896,1825.683269,2465.983643,2110.288201,1993.049003,2030.179217,1915.231235,1488.119452,2497.3387
580.5063682,3131.399564,,1826.401293,2469.204648,2110.679807,,2029.971813,1915.510253,1488.187387,2497.258975
580.5632223,,2218.468669,1825.298825,,,,,1915.594115,,2497.202121
580.5904928,3131.509231,2217.965737,1825.474631,2473.406048,2110.729526,1993.378141,,,1488.192883,2497.174851
580.6771714,3131.341966,2218.165784,1826.373928,2475.808094,2110.822448,1993.435147,2030.425151,,1488.284019,2497.088172
580.6966221,3131.729893,,,2476.756071,,,,,1488.284454,2497.068721
580.7632121,,2218.487864,1827.160694,2478.860215,2110.974634,1993.301009,2030.418007,,1488.215675,2497.002131
580.8413331,3131.922408,,,2480.323973,,1993.582626,2030.649318,,1488.228641,2496.92401
580.8416074,,2218.794031,1827.972908,,,,,1915.564009,,2496.923736
580.9314216,3132.373129,2218.448888,1826.794848,2483.423396,2111.276546,1994.003785,2030.603071,1915.444898,1488.335374,2496.833922
581.0067697,3131.984719,2218.682277,1827.520671,2485.327236,2110.949821,1993.893165,2030.1852,1916.145107,1488.309751,2496.758574
581.0825518,3132.087332,,,2487.147499,2111.21752,1994.07381,2030.012494,,1488.419635,2496.682792
581.0828491,,2217.909083,1827.631348,,,,,1915.565662,,2496.682494
581.154909,3132.520842,,,2487.953206,,,,,1488.432368,2496.610434
581.1656554,,2218.279003,1828.758008,2488.256892,,1994.251896,2030.453519,1915.75231,1488.381933,2496.599688
581.2455525,3131.921585,2218.534414,1828.267892,2490.479957,,,2030.660562,,1488.442206,2496.519791
581.326432,3132.130949,,1828.017994,2491.226094,,1994.691807,2030.630151,1916.041207,1488.418342,2496.438911
581.4159389,3132.512259,2218.159114,1828.378267,2492.144829,,,,1916.262532,1488.524946,2496.349404
581.4161965,,,,,2111.133973,,2030.894876,,,2496.349147
581.4986446,3132.37491,2218.880284,1828.629138,2493.155156,2111.806511,1994.280998,2031.026765,1916.148043,1488.466973,2496.266699
581.5819177,3132.030048,2218.458562,1828.821759,2493.694078,2111.385777,1994.685795,2030.859521,,1488.480576,2496.183426
581.66975,3132.503017,2218.680267,1828.868003,2495.107005,,1995.127552,2030.987468,1916.311969,1488.517409,2496.095593
581.7530968,3132.144004,,1828.677953,2495.889385,,1994.744217,2030.819301,1916.36299,1488.533935,2496.012247
581.8281101,,2218.722816,1828.278038,,2111.660961,1995.356088,2031.044546,1916.457266,1488.567633,2495.937233
581.9084969,3132.71986,2218.609689,1827.630705,2496.142036,,1995.4821,2030.848125,1916.672136,1488.591836,2495.856846
581.9983364,,2218.554081,1828.388997,2496.278465,2111.565507,1995.783221,2031.134552,1916.472177,1488.622096,2495.767007
582.0881967,3132.883163,2218.771282,1828.185541,2496.996796,2112.053699,1995.561779,,1916.668144,1488.728485,2495.677147
582.1683131,3132.563248,,1827.984249,,2112.33186,1996.19163,,1916.467161,1488.762868,2495.59703
582.2435262,3132.319532,2218.831833,1828.147222,2498.122575,2112.081993,1996.293956,2031.670591,1916.874461,1488.759215,2495.521817
582.3340349,,,1827.969572,2498.599005,2112.428801,1995.774163,2031.30326,1916.933518,1488.768161,2495.431308
582.4136307,,2218.337572,1828.410683,2498.916874,2112.822806,1996.247986,2031.446197,1916.889095,1488.821227,2495.351713
582.4952984,3132.642678,,,2499.404233,2112.349113,,,,1488.787909,2495.270045
582.4955636,,2218.860267,1828.461885,,,,,1917.334492,,2495.26978
582.5726604,3132.352675,2218.702632,1828.713628,,2112.798058,1996.645533,2031.722892,1917.485504,1488.8528,2495.192683
582.6578689,,,,,2113.10193,1996.693774,2031.630916,,,2495.107474
582.6581679,3132.648696,2218.555373,1829.167583,2500.19828,,,,1917.772372,1488.913138,2495.107175
582.7373873,,2218.668055,1829.02941,,2113.058827,1996.830225,2031.889799,1917.053319,,2495.027956
582.7376418,3132.612786,,,2500.829239,,,,,1488.850448,2495.027702
582.8210858,3132.4438,,,2500.583724,,,,,1488.986865,2494.944258
582.8213521,,2218.909002,1828.851699,,2113.200769,1996.69441,2032.281168,1917.505755,,2494.943991
582.9090124,3132.438714,2218.649721,1828.721919,2501.162158,,1996.945888,2032.226266,1917.673899,1488.917113,2494.856331
582.991636,3133.164196,2218.779202,1829.007762,2501.14475,2113.058946,1997.064201,2032.302296,,1488.928506,2494.773707
583.0677251,,,,,2113.246609,1997.000694,2032.066621,,,2494.697618
583.0679937,3132.706683,2218.785614,1829.002192,,,,,1918.049659,1489.01792,2494.69735
583.1463332,3133.021071,2218.848833,1828.714115,,2113.391356,1997.566573,2032.360556,1917.759846,1489.059788,2494.61901
583.225101,3133.095276,,1829.187943,2501.924401,2113.28879,1997.906946,2032.189517,,1488.984236,2494.540242
583.3004698,3133.08167,2218.932789,1829.41711,2501.791221,2113.361653,1998.215892,2032.489021,1917.353239,1489.124193,2494.464874
583.3812205,3132.834878,2218.696354,1829.228775,2503.250314,2113.195118,1997.976107,,1917.98087,1489.029569,2494.384123
